"datetime","Flow_metersCubedPerSecond","Water_Temperature_celsius","Salinity_practicalSalinityUnits"
1981-12-23 20:00:00,1.93102397478216,0.962517099386827,0
1981-12-24 20:00:00,1.93102397478216,0.962637599228417,0
1981-12-25 20:00:00,1.93102397478216,0.962637599228417,0
1981-12-26 20:00:00,1.93102397478216,0.962637599228417,0
1981-12-27 20:00:00,1.93102397478216,0.962637599228417,0
1981-12-28 20:00:00,1.93102397478216,0.962637599228417,0
1981-12-29 20:00:00,1.93102397478216,0.962637599228417,0
1981-12-30 20:00:00,1.93102397478216,0.962637599228417,0
1981-12-31 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-01 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-02 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-03 20:00:00,1.93102397478216,0.960186693675954,0
1982-01-04 20:00:00,1.93102397478216,0.960019690488994,0
1982-01-05 20:00:00,1.93102397478216,0.962470596041457,0
1982-01-06 20:00:00,1.93102397478216,0.965119968829982,0
1982-01-07 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-08 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-09 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-10 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-11 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-12 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-13 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-14 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-15 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-16 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-17 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-18 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-19 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-20 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-21 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-22 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-23 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-24 20:00:00,1.93102397478216,0.962637599228417,0
1982-01-25 20:00:00,1.91433914143561,0.962637599228417,0
1982-01-26 20:00:00,1.91433914143561,0.962637599228417,0
1982-01-27 20:00:00,1.91433914143561,0.962637599228417,0
1982-01-28 20:00:00,1.91433914143561,0.962637599228417,0
1982-01-29 20:00:00,1.91433914143561,0.962637599228417,0
1982-01-30 20:00:00,1.91433914143561,0.968938473187245,0
1982-01-31 20:00:00,1.91433914143562,0.96262639572647,0
1982-02-01 20:00:00,1.91433914143562,0.96262639572647,0
1982-02-02 20:00:00,1.91433914143562,0.962080873043634,0
1982-02-03 20:00:00,17.2192198729962,1.6372871534282,0
1982-02-04 20:00:00,1.93102397478216,0.962307726107925,0
1982-02-05 20:00:00,1.93102397478216,0.962637599228417,0
1982-02-06 20:00:00,1.93102397478216,0.962637599228417,0
1982-02-07 20:00:00,1.93102397478216,0.962637599228417,0
1982-02-08 20:00:00,1.93102397478216,0.962637599228417,0
1982-02-09 20:00:00,1.93102397478216,0.962637599228417,0
1982-02-10 20:00:00,1.93102397478216,0.962637599228417,0
1982-02-11 20:00:00,1.91433914143561,0.962637599228417,0
1982-02-12 20:00:00,1.91433914143561,0.962637599228417,0
1982-02-13 20:00:00,1.91433914143561,0.962637599228417,0
1982-02-14 20:00:00,1.91433914143562,0.962637126903618,0
1982-02-15 20:00:00,1.91433914143562,0.970363546203537,0
1982-02-16 20:00:00,1.91433914143561,0.962637599228417,0
1982-02-17 20:00:00,1.91433914143561,0.962637599228417,0
1982-02-18 20:00:00,1.91433914143561,0.962637599228417,0
1982-02-19 20:00:00,1.91433914143561,0.962637599228417,0
1982-02-20 20:00:00,1.91433914143561,0.962637599228417,0
1982-02-21 20:00:00,1.91433914143561,0.962637599228417,0
1982-02-22 20:00:00,1.91433914143561,0.962637599228417,0
1982-02-23 20:00:00,1.91433914143561,0.962637599228417,0
1982-02-24 20:00:00,1.89772918084473,0.962637599228417,0
1982-02-25 20:00:00,1.89772918084473,0.962637599228417,0
