Time,FLOW
2006-05-30 20:00:00,1.9818
2006-05-31 20:00:00,1.9818
2006-06-01 20:00:00,1.9818
2006-06-02 20:00:00,1.9818
2006-06-03 20:00:00,1.9818
2006-06-04 20:00:00,1.9818
2006-06-05 20:00:00,1.9818
2006-06-06 20:00:00,1.9818
2006-06-07 20:00:00,16.43113
2006-06-08 20:00:00,1.9989635
2006-06-09 20:00:00,32.888554
2006-06-10 20:00:00,19.137988
2006-06-11 20:00:00,2.0505662
2006-06-12 20:00:00,2.0333461
2006-06-13 20:00:00,2.0333461
2006-06-14 20:00:00,2.0161441
2006-06-15 20:00:00,2.0161441
2006-06-16 20:00:00,2.0161441
2006-06-17 20:00:00,1.9989635
2006-06-18 20:00:00,1.9989635
2006-06-19 20:00:00,1.9989635
2006-06-20 20:00:00,1.9989635
2006-06-21 20:00:00,1.9989635
2006-06-22 20:00:00,1.9989635
2006-06-23 20:00:00,1.9989635
2006-06-24 20:00:00,1.9989635
2006-06-25 20:00:00,1.9989635
2006-06-26 20:00:00,1.9989635
2006-06-27 20:00:00,1.9989635
2006-06-28 20:00:00,17.652889
2006-06-29 20:00:00,2.0161441
2006-06-30 20:00:00,2.0161441
2006-07-01 20:00:00,1.9989635
2006-07-02 20:00:00,1.9989635
2006-07-03 20:00:00,1.9989635
2006-07-04 20:00:00,1.9989635
2006-07-05 20:00:00,1.9989635
2006-07-06 20:00:00,1.9989635
2006-07-07 20:00:00,1.9818
2006-07-08 20:00:00,1.9818
2006-07-09 20:00:00,1.9818
2006-07-10 20:00:00,1.9818
2006-07-11 20:00:00,1.9818
2006-07-12 20:00:00,15.024427
2006-07-13 20:00:00,19.021899
2006-07-14 20:00:00,2.0161441
2006-07-15 20:00:00,1.9989635
2006-07-16 20:00:00,1.9989635
2006-07-17 20:00:00,1.9989635
2006-07-18 20:00:00,1.9989635
2006-07-19 20:00:00,1.9818
2006-07-20 20:00:00,1.9818
2006-07-21 20:00:00,1.9818
2006-07-22 20:00:00,40.784369
2006-07-23 20:00:00,2.0161441
2006-07-24 20:00:00,2.0161441
2006-07-25 20:00:00,2.0161441
2006-07-26 20:00:00,1.9989635
2006-07-27 20:00:00,1.9989635
2006-07-28 20:00:00,1.9989635
2006-07-29 20:00:00,1.9989635
2006-07-30 20:00:00,1.9818
2006-07-31 20:00:00,1.9818
2006-08-01 20:00:00,1.9818
2006-08-02 20:00:00,1.9818
2006-08-03 20:00:00,1.9818
2006-08-04 20:00:00,1.9818
2006-08-05 20:00:00,1.9818
2006-08-06 20:00:00,1.9818
2006-08-07 20:00:00,1.9818
2006-08-08 20:00:00,1.9818
2006-08-09 20:00:00,1.964736
2006-08-10 20:00:00,1.964736
2006-08-11 20:00:00,1.964736
2006-08-12 20:00:00,1.964736
2006-08-13 20:00:00,1.964736
2006-08-14 20:00:00,1.964736
2006-08-15 20:00:00,1.964736
2006-08-16 20:00:00,1.964736
2006-08-17 20:00:00,1.9478112
2006-08-18 20:00:00,1.9478112
2006-08-19 20:00:00,14.147685
2006-08-20 20:00:00,1.964736
2006-08-21 20:00:00,1.964736
2006-08-22 20:00:00,1.964736
2006-08-23 20:00:00,1.964736
2006-08-24 20:00:00,1.964736
2006-08-25 20:00:00,1.9478112
2006-08-26 20:00:00,1.9478112
2006-08-27 20:00:00,17.837059
2006-08-28 20:00:00,1.964736
2006-08-29 20:00:00,1.9478112
2006-08-30 20:00:00,1.9478112
2006-08-31 20:00:00,1.9478112
2006-09-01 20:00:00,1.9478112
2006-09-02 20:00:00,1.9478112
2006-09-03 20:00:00,1.9478112
2006-09-04 20:00:00,1.9478112
2006-09-05 20:00:00,1.9478112
2006-09-06 20:00:00,1.9478112
2006-09-07 20:00:00,1.9478112
2006-09-08 20:00:00,1.9478112
2006-09-09 20:00:00,1.9478112
2006-09-10 20:00:00,1.9478112
2006-09-11 20:00:00,1.9478112
